MAG,Spearman_corr,p_value
MAG037,1.0,0.0
MAG014,1.0,0.0
MAG025,0.9852941176470588,3.2505331964332884e-08
MAG023,0.9852941176470588,3.2505331964332884e-08
MAG006,0.9558823529411764,4.370264796257184e-06
MAG046,0.9558823529411764,4.370264796257184e-06
MAG050,0.9411764705882354,1.5610197034081326e-05
MAG020,0.9106416928094863,9.795097879757982e-05
MAG029,0.8972499032093467,0.00018000532136733076
MAG039,0.8704663240090676,0.0004904338621990408
MAG003,0.8574929257125442,0.0007389679098032424
MAG051,0.8570745344089282,0.0007483076945177772
MAG033,0.8246211251235323,0.001788699355909882
MAG009,0.8246211251235323,0.001788699355909882
MAG010,0.8246211251235323,0.001788699355909882
MAG022,0.8246211251235323,0.001788699355909882
MAG032,0.8195737385236203,0.002016639479579555
MAG011,0.8069649117771031,0.0026805212420338547
MAG052,0.8069649117771031,0.0026805212420338547
MAG041,0.8047478161629567,0.002812238722134171
MAG030,0.7882407813680822,0.003949665917681657
MAG034,0.7818230469156389,0.004472747312575014
MAG043,0.7818230469156389,0.004472747312575014
MAG036,0.7818230469156389,0.004472747312575014
MAG042,0.7761140001162654,0.0049795448780017276
MAG018,0.7761140001162654,0.0049795448780017276
MAG054,0.7761140001162654,0.0049795448780017276
MAG048,0.7761140001162654,0.0049795448780017276
MAG002,0.7746829608553244,0.005112945458591258
MAG013,0.7692442360381201,0.0056440556634146195
MAG017,0.7574097093298414,0.00693858756911838
MAG044,0.7574097093298414,0.00693858756911838
MAG053,0.7574097093298414,0.00693858756911838
MAG047,0.7574097093298414,0.00693858756911838
MAG007,0.7574097093298414,0.00693858756911838
MAG040,0.7468160448149386,0.00827089606872518
MAG049,0.7468160448149386,0.00827089606872518
MAG028,0.7468160448149386,0.00827089606872518
MAG021,0.7468160448149386,0.00827089606872518
MAG016,0.7468160448149386,0.00827089606872518
MAG217,0.7468160448149386,0.00827089606872518
MAG005,0.7409815444648219,0.009079695850042792
MAG038,0.7094167032312739,0.014486424205215313
MAG205,0.6804852857260294,0.021192789224999144
MAG019,0.6790997501017323,0.021560957318149828
MAG159,0.676285374807045,0.022322772380693565
MAG158,0.676285374807045,0.022322772380693565
MAG027,0.6534640392130713,0.02922157527192932
MAG219,0.6361100060066264,0.03538304296188198
MAG001,0.6359337738364604,0.03544989775802208
MAG150,0.6153953888304962,0.043860060424775416
MAG015,0.6067880364121376,0.04776224135473047
MAG140,0.5989192704595686,0.051532811953535776
MAG012,0.597643598768078,0.0521627162822322
MAG164,0.5881488907131075,0.057017365672738636
MAG213,0.5881488907131075,0.057017365672738636
MAG170,0.5881488907131075,0.057017365672738636
MAG204,0.5760221094612907,0.0636536115306589
MAG169,0.5760221094612907,0.0636536115306589
MAG147,0.5739745453515205,0.0648234025940022
MAG134,0.5739745453515205,0.0648234025940022
MAG155,0.5621400186432416,0.07186980470165974
MAG197,0.5621400186432416,0.07186980470165974
MAG031,0.5621400186432416,0.07186980470165974
MAG024,0.5542775332610872,0.07682482941024506
MAG004,0.5327229300403532,0.09156386346960425
MAG045,0.5087470190691684,0.1100176518757349
MAG008,0.4375875262587531,0.17830755546173846
MAG201,0.4375875262587531,0.17830755546173846
MAG171,0.43014705882352944,0.18665625559064578
MAG184,0.4123105625617661,0.2076182990307992
MAG154,0.4123105625617661,0.2076182990307992
MAG026,0.4123105625617661,0.2076182990307992
MAG191,0.3787048546649207,0.2507556294936807
MAG151,0.3787048546649207,0.2507556294936807
MAG215,0.3708416138349439,0.2615342247200527
MAG162,0.36397058823529416,0.27116410502214106
MAG194,0.34911853789422376,0.29264902052618913
MAG178,0.3092329219213245,0.35479582168410784
MAG189,0.2910427500435996,0.38522864775742294
MAG193,0.21893874410315728,0.5177634264941015
MAG175,0.21221867190679136,0.5310085207290755
MAG173,0.21221867190679136,0.5310085207290755
MAG192,0.21221867190679136,0.5310085207290755
MAG183,0.20420751225408473,0.5469798973636044
MAG182,0.20420751225408473,0.5469798973636044
MAG035,0.20420751225408473,0.5469798973636044
MAG207,0.18864844365675973,0.5785422913190001
MAG186,0.18796510940315805,0.5799443846331599
MAG177,0.18796510940315805,0.5799443846331599
MAG212,0.18343516397832096,0.5892719890220155
MAG181,0.18343516397832096,0.5892719890220155
MAG187,0.18086951085361794,0.5945799752899379
MAG149,0.1540055804016043,0.6511892764717702
MAG238,0.11562432251572008,0.7349591760539491
MAG116,0.07515580963521805,0.8261697308594222
MAG180,-0.011669000700233415,0.9728364377039513
MAG100,-0.023669053416557544,0.9449294882856158
MAG233,-0.023669053416557544,0.9449294882856158
MAG190,-0.023669053416557544,0.9449294882856158
MAG216,-0.11562432251572008,0.7349591760539491
MAG214,-0.15065440562044594,0.6583759966194177
MAG235,-0.17962640670130092,0.5971582226022034
MAG125,-0.18190171877724973,0.5924423193916566
MAG145,-0.19078013215093814,0.5741768484624514
MAG144,-0.19078013215093814,0.5741768484624514
MAG156,-0.19078013215093814,0.5741768484624514
MAG157,-0.19078013215093814,0.5741768484624514
MAG153,-0.19078013215093814,0.5741768484624514
MAG152,-0.19078013215093814,0.5741768484624514
MAG146,-0.19078013215093814,0.5741768484624514
MAG148,-0.19078013215093814,0.5741768484624514
MAG209,-0.19078013215093814,0.5741768484624514
MAG160,-0.19078013215093814,0.5741768484624514
MAG161,-0.19078013215093814,0.5741768484624514
MAG224,-0.19078013215093814,0.5741768484624514
MAG223,-0.19078013215093814,0.5741768484624514
MAG220,-0.19078013215093814,0.5741768484624514
MAG142,-0.19078013215093814,0.5741768484624514
MAG208,-0.19078013215093814,0.5741768484624514
MAG206,-0.19078013215093814,0.5741768484624514
MAG203,-0.19078013215093814,0.5741768484624514
MAG202,-0.19078013215093814,0.5741768484624514
MAG200,-0.19078013215093814,0.5741768484624514
MAG199,-0.19078013215093814,0.5741768484624514
MAG198,-0.19078013215093814,0.5741768484624514
MAG196,-0.19078013215093814,0.5741768484624514
MAG195,-0.19078013215093814,0.5741768484624514
MAG179,-0.19078013215093814,0.5741768484624514
MAG172,-0.19078013215093814,0.5741768484624514
MAG168,-0.19078013215093814,0.5741768484624514
MAG167,-0.19078013215093814,0.5741768484624514
MAG165,-0.19078013215093814,0.5741768484624514
MAG163,-0.19078013215093814,0.5741768484624514
MAG143,-0.19078013215093814,0.5741768484624514
MAG119,-0.19078013215093814,0.5741768484624514
MAG141,-0.19078013215093814,0.5741768484624514
MAG085,-0.19078013215093814,0.5741768484624514
MAG078,-0.19078013215093814,0.5741768484624514
MAG079,-0.19078013215093814,0.5741768484624514
MAG080,-0.19078013215093814,0.5741768484624514
MAG082,-0.19078013215093814,0.5741768484624514
MAG083,-0.19078013215093814,0.5741768484624514
MAG084,-0.19078013215093814,0.5741768484624514
MAG139,-0.19078013215093814,0.5741768484624514
MAG097,-0.19078013215093814,0.5741768484624514
MAG088,-0.19078013215093814,0.5741768484624514
MAG089,-0.19078013215093814,0.5741768484624514
MAG090,-0.19078013215093814,0.5741768484624514
MAG091,-0.19078013215093814,0.5741768484624514
MAG092,-0.19078013215093814,0.5741768484624514
MAG093,-0.19078013215093814,0.5741768484624514
MAG077,-0.19078013215093814,0.5741768484624514
MAG076,-0.19078013215093814,0.5741768484624514
MAG075,-0.19078013215093814,0.5741768484624514
MAG073,-0.19078013215093814,0.5741768484624514
MAG072,-0.19078013215093814,0.5741768484624514
MAG070,-0.19078013215093814,0.5741768484624514
MAG069,-0.19078013215093814,0.5741768484624514
MAG065,-0.19078013215093814,0.5741768484624514
MAG064,-0.19078013215093814,0.5741768484624514
MAG063,-0.19078013215093814,0.5741768484624514
MAG062,-0.19078013215093814,0.5741768484624514
MAG061,-0.19078013215093814,0.5741768484624514
MAG060,-0.19078013215093814,0.5741768484624514
MAG058,-0.19078013215093814,0.5741768484624514
MAG057,-0.19078013215093814,0.5741768484624514
MAG056,-0.19078013215093814,0.5741768484624514
MAG055,-0.19078013215093814,0.5741768484624514
MAG094,-0.19078013215093814,0.5741768484624514
MAG086,-0.19078013215093814,0.5741768484624514
MAG240,-0.19078013215093814,0.5741768484624514
MAG106,-0.19078013215093814,0.5741768484624514
MAG135,-0.19078013215093814,0.5741768484624514
MAG133,-0.19078013215093814,0.5741768484624514
MAG131,-0.19078013215093814,0.5741768484624514
MAG129,-0.19078013215093814,0.5741768484624514
MAG124,-0.19078013215093814,0.5741768484624514
MAG122,-0.19078013215093814,0.5741768484624514
MAG136,-0.19078013215093814,0.5741768484624514
MAG112,-0.19078013215093814,0.5741768484624514
MAG109,-0.19078013215093814,0.5741768484624514
MAG108,-0.19078013215093814,0.5741768484624514
MAG137,-0.19078013215093814,0.5741768484624514
MAG107,-0.19078013215093814,0.5741768484624514
MAG114,-0.19078013215093814,0.5741768484624514
MAG105,-0.19078013215093814,0.5741768484624514
MAG104,-0.19078013215093814,0.5741768484624514
MAG138,-0.19078013215093814,0.5741768484624514
MAG103,-0.19078013215093814,0.5741768484624514
MAG099,-0.19078013215093814,0.5741768484624514
MAG111,-0.2773941884233792,0.40889124661791487
MAG211,-0.2773941884233792,0.40889124661791487
MAG087,-0.2829726654851396,0.3991354128408895
MAG059,-0.2829726654851396,0.3991354128408895
MAG221,-0.2829726654851396,0.3991354128408895
MAG132,-0.2829726654851396,0.3991354128408895
MAG218,-0.2829726654851396,0.3991354128408895
MAG130,-0.2829726654851396,0.3991354128408895
MAG127,-0.2829726654851396,0.3991354128408895
MAG226,-0.2829726654851396,0.3991354128408895
MAG110,-0.2829726654851396,0.3991354128408895
MAG113,-0.2829726654851396,0.3991354128408895
MAG237,-0.36397058823529416,0.27116410502214106
MAG123,-0.36397058823529416,0.27116410502214106
MAG239,-0.36397058823529416,0.27116410502214106
MAG081,-0.36397058823529416,0.27116410502214106
MAG228,-0.36397058823529416,0.27116410502214106
MAG236,-0.36397058823529416,0.27116410502214106
MAG227,-0.36397058823529416,0.27116410502214106
MAG234,-0.36397058823529416,0.27116410502214106
MAG102,-0.36397058823529416,0.27116410502214106
MAG185,-0.36397058823529416,0.27116410502214106
MAG231,-0.36397058823529416,0.27116410502214106
MAG071,-0.36397058823529416,0.27116410502214106
MAG096,-0.36397058823529416,0.27116410502214106
MAG174,-0.3699978320503043,0.2627062006007282
MAG232,-0.4046851288050202,0.21698918010099835
MAG229,-0.44192905680460365,0.17354332141207082
MAG098,-0.44192905680460365,0.17354332141207082
MAG222,-0.44192905680460365,0.17354332141207082
MAG066,-0.44192905680460365,0.17354332141207082
MAG067,-0.44192905680460365,0.17354332141207082
MAG210,-0.44192905680460365,0.17354332141207082
MAG115,-0.44192905680460365,0.17354332141207082
MAG074,-0.44192905680460365,0.17354332141207082
MAG166,-0.44192905680460365,0.17354332141207082
MAG188,-0.44192905680460365,0.17354332141207082
MAG101,-0.44192905680460365,0.17354332141207082
MAG176,-0.44192905680460365,0.17354332141207082
MAG095,-0.44192905680460365,0.17354332141207082
MAG068,-0.44192905680460365,0.17354332141207082
MAG230,-0.5492155319496703,0.08013275240408044
MAG117,,
MAG118,,
MAG120,,
MAG121,,
MAG126,,
MAG128,,
MAG225,,
